timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set,rx_bytes,tx_bytes
1650269918,0.1,52.99045818,52.73,0.0033081769943237305,0.003306776285171509,0.0,0.0
1650269919,0.1,52.99045818,52.73,0.0033081769943237305,0.003306776285171509,0.0,0.0
1650269920,0.065,39.62889467,39.515,0.003307431936264038,0.0033060312271118164,0.0,0.0
1650269921,0.065,39.62889467,39.515,0.003307431936264038,0.0033060312271118164,0.0,0.0
1650269922,0.04,24.885412204,24.77,0.0033093392848968506,0.003307938575744629,0.0,0.0
1650269923,0.11,69.734604094,69.39,0.003308415412902832,0.0033070147037506104,385.0,190.0
1650269924,0.09,50.162660168,50.05,0.0033083856105804443,0.0033069849014282227,0.0,0.0
1650269925,0.09,50.162660168,50.05,0.0033083856105804443,0.0033069849014282227,0.0,0.0
1650269926,0.06,29.302445295,29.15,0.003307640552520752,0.0033062398433685303,0.0,0.0
1650269927,0.09,52.604153805,52.46,0.0033095479011535645,0.0033081471920013428,0.0,0.0
1650269928,0.09,52.604153805,52.46,0.0033095479011535645,0.0033081471920013428,0.0,0.0
1650269929,0.075,40.6091742795,40.495,0.0033105015754699707,0.003309100866317749,0.0,0.0
1650269930,0.075,40.6091742795,40.495,0.0033105015754699707,0.003309100866317749,0.0,0.0
1650269931,0.065,37.04205295,36.875,0.0033110082149505615,0.00330960750579834,0.0,0.0
1650269932,0.065,37.04205295,36.875,0.0033110082149505615,0.00330960750579834,0.0,0.0
1650269933,0.055,37.3972776215,37.3,0.00331154465675354,0.0033101439476013184,1160.0,891.5
1650269934,0.14,71.264472229,70.87,0.0033115744590759277,0.003310173749923706,1056.0,2622.0
1650269935,0.08,44.548296723,44.47,0.003312528133392334,0.0033111274242401123,0.0,0.0
1650269936,0.08,44.548296723,44.47,0.003312528133392334,0.0033111274242401123,0.0,0.0
1650269937,0.035,22.0001157695,21.895,0.003312617540359497,0.0033112168312072754,0.0,0.0
1650269938,0.12,72.147588126,72.0,0.0033077597618103027,0.003306359052658081,84.0,84.0
1650269939,0.1,47.896731582,47.81,0.003308624029159546,0.0033072233200073242,42.0,42.0
1650269940,0.1,47.896731582,47.81,0.003308624029159546,0.0033072233200073242,42.0,42.0
1650269941,0.055,24.177593751,24.065,0.003309100866317749,0.0033077001571655273,0.0,0.0
1650269942,0.09,53.252312015,53.03,0.0033100545406341553,0.0033086538314819336,0.0,0.0
1650269943,0.09,53.252312015,53.03,0.0033100545406341553,0.0033086538314819336,0.0,0.0
1650269944,0.07,36.162309963,36.0,0.0033110082149505615,0.00330960750579834,192.5,95.0
1650269945,0.06,43.088558965,42.89,0.0033119618892669678,0.003310561180114746,0.0,0.0
1650269946,0.11,66.989830074,66.75,0.0033097565174102783,0.0033083558082580566,0.0,0.0
1650269947,0.07,43.720036131,43.66,0.003310680389404297,0.003309279680252075,0.0,0.0
1650269948,0.07,43.720036131,43.66,0.003310680389404297,0.003309279680252075,0.0,0.0
1650269949,0.065,37.5988005005,37.33,0.0033202171325683594,0.0033153295516967773,0.0,0.0
1650269950,0.08,42.212417171,41.97,0.0033180713653564453,0.0033130645751953125,0.0,0.0
1650269951,0.08,42.212417171,41.97,0.0033180713653564453,0.0033130645751953125,0.0,0.0
1650269952,0.065,27.4728714265,27.225,0.0033180713653564453,0.0033130645751953125,0.0,0.0
1650269953,0.09,66.017683355,65.8,0.0033177733421325684,0.0033126473426818848,385.0,190.0
1650269954,0.1,52.23417959,51.95,0.0033177733421325684,0.0033124983310699463,0.0,0.0
1650269955,0.1,52.23417959,51.95,0.0033177733421325684,0.0033124983310699463,0.0,0.0
1650269956,0.05,25.2236910775,25.105,0.0033170878887176514,0.0033116042613983154,0.0,0.0
1650269957,0.13,66.320385948,66.0,0.003315657377243042,0.003310173749923706,0.0,0.0
1650269958,0.13,66.320385948,66.0,0.003315657377243042,0.003310173749923706,0.0,0.0
1650269959,0.08,41.5747233475,41.42,0.0033134520053863525,0.0033072233200073242,0.0,0.0
1650269960,0.08,45.485915556,45.27,0.0033134520053863525,0.0033072233200073242,0.0,0.0
1650269961,0.08,45.485915556,45.27,0.0033134520053863525,0.0033072233200073242,0.0,0.0
1650269962,0.065,28.2341030425,28.035,0.003314405679702759,0.0033080875873565674,0.0,0.0
1650269963,0.08,42.892502097,42.68,0.003314405679702759,0.0033080875873565674,0.0,0.0
1650269964,0.08,42.892502097,42.68,0.003314405679702759,0.0033080875873565674,0.0,0.0
1650269965,0.07,33.518628359,33.42,0.003314584493637085,0.0033082664012908936,192.5,95.0
1650269966,0.11,78.943854299,78.5,0.0033156275749206543,0.003309309482574463,0.0,0.0
1650269967,0.11,78.943854299,78.5,0.0033156275749206543,0.003309309482574463,0.0,0.0
1650269968,0.055,36.2685781715,36.19,0.0033149123191833496,0.003308594226837158,0.0,0.0
1650269969,0.055,36.2685781715,36.19,0.0033149123191833496,0.003308594226837158,0.0,0.0
1650269970,0.06,36.391265903,36.22,0.003316044807434082,0.0033096671104431152,0.0,0.0
1650269971,0.06,36.391265903,36.22,0.003316044807434082,0.0033096671104431152,0.0,0.0
1650269972,0.06,34.9836103745,34.83,0.003314495086669922,0.003308117389678955,0.0,0.0
1650269973,0.06,43.785068962,43.66,0.003315448760986328,0.0033090710639953613,0.0,0.0
1650269974,0.14,51.700760113,51.35,0.003315448760986328,0.0033090710639953613,385.0,190.0
1650269975,0.1,55.002024618,54.95,0.0033164024353027344,0.0033100247383117676,0.0,0.0
1650269976,0.05,42.146077643,41.97,0.0033156275749206543,0.0033092498779296875,0.0,0.0
1650269977,0.05,42.146077643,41.97,0.0033156275749206543,0.0033092498779296875,0.0,0.0
1650269978,0.055,39.8012790955,39.625,0.0033128559589385986,0.003306478261947632,0.0,0.0
1650269979,0.055,39.8012790955,39.625,0.0033128559589385986,0.003306478261947632,0.0,0.0
1650269980,0.06,33.00615356,32.875,0.003312915563583374,0.0033065378665924072,0.0,0.0
1650269981,0.07,48.535971646,48.43,0.0033138692378997803,0.0033074915409088135,0.0,0.0
1650269982,0.08,52.517398429,52.22,0.0033141374588012695,0.0033077597618103027,0.0,0.0
1650269983,0.08,52.517398429,52.22,0.0033141374588012695,0.0033077597618103027,0.0,0.0
1650269984,0.07,36.096212955,35.9,0.0033150911331176758,0.003308713436126709,192.5,95.0
1650269985,0.08,56.5745464,56.39,0.003316044807434082,0.0033096671104431152,0.0,0.0
1650269986,0.08,56.5745464,56.39,0.003316044807434082,0.0033096671104431152,0.0,0.0
1650269987,0.06,33.145075391,32.965,0.0033153891563415527,0.003309011459350586,0.0,0.0
1650269988,0.07,50.859335811,50.71,0.0033182501792907715,0.0033118724822998047,0.0,0.0
1650269989,0.09,51.971416903,51.68,0.003317326307296753,0.003310948610305786,0.0,0.0
1650269990,0.09,51.971416903,51.68,0.003317326307296753,0.003310948610305786,0.0,0.0
1650269991,0.065,37.31084465,37.145,0.0033184587955474854,0.003312140703201294,0.0,0.0
1650269992,0.065,37.31084465,37.145,0.0033184587955474854,0.003312140703201294,0.0,0.0
1650269993,0.06,40.1085160865,39.965,0.0033197104930877686,0.003313392400741577,1160.0,891.5
1650269994,0.07,41.841085161,41.56,0.0033197402954101562,0.0033133625984191895,1056.0,2627.0
1650269995,0.07,41.841085161,41.56,0.0033197402954101562,0.0033133625984191895,1056.0,2627.0
1650269996,0.05,36.5172905215,36.295,0.0033172965049743652,0.0033109188079833984,0.0,0.0
1650269997,0.13,68.546665929,68.36,0.0033182501792907715,0.00331193208694458,0.0,0.0
1650269998,0.13,68.546665929,68.36,0.0033182501792907715,0.00331193208694458,0.0,0.0
1650269999,0.045,24.1428775865,23.98,0.0033155977725982666,0.0033092200756073,21.0,21.0
1650270000,0.07,53.984724599,53.69,0.003316551446914673,0.003310173749923706,0.0,0.0
1650270001,0.06,48.61219427,48.49,0.003316551446914673,0.003310173749923706,0.0,0.0
1650270002,0.06,48.61219427,48.49,0.003316551446914673,0.003310173749923706,0.0,0.0
1650270003,0.04,33.806918285,33.62,0.0033159255981445312,0.0033095479011535645,0.0,0.0
1650270004,0.04,33.806918285,33.62,0.0033159255981445312,0.0033095479011535645,0.0,0.0
1650270005,0.06,40.1444114885,40.005,0.0033168792724609375,0.0033105015754699707,192.5,95.0
1650270006,0.1,63.439703333,63.19,0.0033169984817504883,0.0033107101917266846,0.0,0.0
1650270007,0.09,46.259101678,46.0,0.0033169984817504883,0.0033106207847595215,0.0,0.0
1650270008,0.09,46.259101678,46.0,0.0033169984817504883,0.0033106207847595215,0.0,0.0
1650270009,0.065,31.490818715,31.21,0.0033227205276489258,0.0033142566680908203,0.0,0.0
1650270010,0.065,31.490818715,31.21,0.0033227205276489258,0.0033142566680908203,0.0,0.0
1650270011,0.06,39.0023181465,38.565,0.0033212900161743164,0.003312736749649048,0.0,0.0
1650270012,0.09,53.561916909,53.08,0.0033212900161743164,0.00331270694732666,0.0,0.0
1650270013,0.09,53.561916909,53.08,0.0033212900161743164,0.00331270694732666,0.0,0.0
1650270014,0.085,40.5283894385,40.335,0.0033212900161743164,0.0033124685287475586,192.5,95.0
1650270015,0.1,67.211686567,66.75,0.0033188462257385254,0.0033096373081207275,0.0,0.0
1650270016,0.1,67.211686567,66.75,0.0033188462257385254,0.0033096373081207275,0.0,0.0
1650270017,0.05,27.5663778075,27.475,0.0033180713653564453,0.0033087730407714844,0.0,0.0
1650270018,0.13,61.833027592,61.39,0.0033180713653564453,0.0033087432384490967,0.0,0.0
1650270019,0.13,61.833027592,61.39,0.0033180713653564453,0.0033087432384490967,0.0,0.0
1650270020,0.07,40.750663822,40.49,0.0033180713653564453,0.003308504819869995,0.0,0.0
1650270021,0.07,40.750663822,40.49,0.0033180713653564453,0.003308504819869995,0.0,0.0
1650270022,0.055,28.6694129895,28.495,0.0033180713653564453,0.003308504819869995,0.0,0.0
1650270023,0.13,79.004647233,78.64,0.0033180713653564453,0.003308504819869995,385.0,190.0
1650270024,0.13,79.004647233,78.64,0.0033180713653564453,0.003308504819869995,385.0,190.0
1650270025,0.045,29.13259243,29.025,0.0033180713653564453,0.003308504819869995,0.0,0.0
1650270026,0.09,59.92516316,59.53,0.00331994891166687,0.00331038236618042,0.0,0.0
1650270027,0.08,43.305697505,43.02,0.00331994891166687,0.00331038236618042,0.0,0.0
1650270028,0.08,43.305697505,43.02,0.00331994891166687,0.00331038236618042,0.0,0.0
1650270029,0.045,27.364960204,27.21,0.00331994891166687,0.00331038236618042,0.0,0.0
1650270030,0.14,55.3163487,55.08,0.00331994891166687,0.00331038236618042,0.0,0.0
1650270031,0.08,54.376111594,54.25,0.0033189058303833008,0.003309279680252075,0.0,0.0
1650270032,0.08,54.376111594,54.25,0.0033189058303833008,0.003309279680252075,0.0,0.0
1650270033,0.05,30.937942599,30.775,0.0033189058303833008,0.003309279680252075,0.0,0.0
1650270034,0.07,48.311234474,47.95,0.0033189058303833008,0.003309279680252075,385.0,190.0
1650270035,0.07,48.311234474,47.95,0.0033189058303833008,0.003309279680252075,385.0,190.0
1650270036,0.055,35.83883414,35.695,0.0033189356327056885,0.003309309482574463,0.0,0.0
1650270037,0.14,66.937502695,66.67,0.00331801176071167,0.0033083856105804443,0.0,0.0
1650270038,0.14,66.937502695,66.67,0.00331801176071167,0.0033083856105804443,0.0,0.0
1650270039,0.05,32.5702624205,32.305,0.00331801176071167,0.0033083856105804443,0.0,0.0
1650270040,0.09,55.345402124,54.97,0.0033170878887176514,0.0033074617385864258,0.0,0.0
1650270041,0.05,45.390442772,45.26,0.0033170878887176514,0.0033074617385864258,0.0,0.0
1650270042,0.05,45.390442772,45.26,0.0033170878887176514,0.0033074617385864258,0.0,0.0
1650270043,0.05,35.717369875,35.65,0.0033170878887176514,0.0033074617385864258,0.0,0.0
1650270044,0.05,35.717369875,35.65,0.0033170878887176514,0.0033074617385864258,0.0,0.0
1650270045,0.06,40.4247505815,40.285,0.003317117691040039,0.0033074915409088135,192.5,95.0
1650270046,0.06,40.4247505815,40.285,0.003317117691040039,0.0033074915409088135,192.5,95.0
1650270047,0.08,40.078664593,39.885,0.003317117691040039,0.0033074915409088135,0.0,0.0
1650270048,0.12,64.083296419,63.81,0.003317117691040039,0.0033074915409088135,0.0,0.0
1650270049,0.12,64.083296419,63.81,0.003317117691040039,0.0033074915409088135,0.0,0.0
1650270050,0.04,25.8892653695,25.735,0.003317117691040039,0.0033074915409088135,0.0,0.0
1650270051,0.06,50.841737233,50.67,0.003317117691040039,0.0033075809478759766,0.0,0.0
1650270052,0.08,61.430481555,61.02,0.003317117691040039,0.0033075809478759766,0.0,0.0
1650270053,0.08,61.430481555,61.02,0.003317117691040039,0.0033075809478759766,0.0,0.0
1650270054,0.075,40.8543058545,40.545,0.003317117691040039,0.0033077895641326904,1688.0,2203.0
1650270055,0.075,40.8543058545,40.545,0.003317117691040039,0.0033077895641326904,1688.0,2203.0
1650270056,0.07,40.348318163,40.18,0.003317117691040039,0.0033077895641326904,0.0,0.0
1650270057,0.09,50.537298496,50.3,0.003317117691040039,0.003307938575744629,0.0,0.0
1650270058,0.09,50.537298496,50.3,0.003317117691040039,0.003307938575744629,0.0,0.0
1650270059,0.05,36.4236870475,36.13,0.0033169984817504883,0.0033073723316192627,63.0,63.0
1650270060,0.07,55.507357454,55.35,0.0033169984817504883,0.0033073723316192627,0.0,0.0
1650270061,0.07,55.507357454,55.35,0.0033169984817504883,0.0033073723316192627,0.0,0.0
1650270062,0.055,34.13705132,34.04,0.0033169984817504883,0.0033073723316192627,0.0,0.0
1650270063,0.055,34.13705132,34.04,0.0033169984817504883,0.0033073723316192627,0.0,0.0
1650270064,0.065,36.513877775,36.36,0.0033169984817504883,0.0033074915409088135,192.5,95.0
1650270065,0.14,68.841434362,68.69,0.0033169984817504883,0.0033074915409088135,0.0,0.0
1650270066,0.14,68.841434362,68.69,0.0033169984817504883,0.0033074915409088135,0.0,0.0
1650270067,0.06,38.5030216845,38.36,0.0033169984817504883,0.0033073723316192627,0.0,0.0
1650270068,0.06,38.5030216845,38.36,0.0033169984817504883,0.0033073723316192627,0.0,0.0
1650270069,0.045,32.426466823,32.225,0.0033169984817504883,0.0033073723316192627,0.0,0.0
1650270070,0.05,55.180555469,54.6,0.0033169984817504883,0.0033073723316192627,0.0,0.0
1650270071,0.05,55.180555469,54.6,0.0033169984817504883,0.0033073723316192627,0.0,0.0
1650270072,0.06,39.0583729175,38.72,0.0033169984817504883,0.0033073723316192627,0.0,0.0
1650270073,0.09,46.103889862,45.5,0.0033169984817504883,0.0033073723316192627,385.0,190.0
1650270074,0.09,46.103889862,45.5,0.0033169984817504883,0.0033073723316192627,385.0,190.0
1650270075,0.06,32.652589533,32.22,0.0033179521560668945,0.0033071041107177734,0.0,0.0
1650270076,0.06,32.652589533,32.22,0.0033179521560668945,0.0033071041107177734,0.0,0.0
1650270077,0.06,38.6121658485,38.37,0.0033177733421325684,0.0033066868782043457,0.0,0.0
1650270078,0.06,38.6121658485,38.37,0.0033177733421325684,0.0033066868782043457,0.0,0.0
1650270079,0.08,39.162425265,38.94,0.0033177733421325684,0.0033067166805267334,0.0,0.0
1650270080,0.16,69.944189354,69.69,0.0033177733421325684,0.0033065378665924072,0.0,0.0
1650270081,0.16,69.944189354,69.69,0.0033177733421325684,0.0033065378665924072,0.0,0.0
1650270082,0.085,36.572412967,36.385,0.0033177733421325684,0.0033065378665924072,0.0,0.0
1650270083,0.09,31.577256025,31.36,0.0033177733421325684,0.0033065378665924072,0.0,0.0
1650270084,0.09,31.577256025,31.36,0.0033177733421325684,0.0033065378665924072,0.0,0.0
1650270085,0.05,34.360480771,34.26,0.0033177733421325684,0.0033065378665924072,192.5,95.0
1650270086,0.08,48.29624593,48.1,0.0033177733421325684,0.003306567668914795,0.0,0.0
1650270087,0.13,67.793966978,67.37,0.0033177733421325684,0.003306567668914795,0.0,0.0
1650270088,0.13,67.793966978,67.37,0.0033177733421325684,0.003306567668914795,0.0,0.0
1650270089,0.075,36.7102566775,36.545,0.0033177733421325684,0.003306567668914795,0.0,0.0
1650270090,0.1,51.40824134,51.12,0.0033177733421325684,0.003306567668914795,0.0,0.0
1650270091,0.1,48.007033853,47.84,0.0033177733421325684,0.0033065378665924072,0.0,0.0
1650270092,0.1,48.007033853,47.84,0.0033177733421325684,0.0033065378665924072,0.0,0.0
1650270093,0.07,34.195989809,34.035,0.0033177733421325684,0.0033065378665924072,192.5,95.0
1650270094,0.07,34.195989809,34.035,0.0033177733421325684,0.0033065378665924072,192.5,95.0
1650270095,0.05,29.5972536755,29.415,0.0033177733421325684,0.0033065378665924072,0.0,0.0
1650270096,0.05,46.801444252,46.56,0.0033177733421325684,0.0033065378665924072,0.0,0.0
1650270097,0.14,76.334296444,75.93,0.0033177733421325684,0.0033065378665924072,0.0,0.0
1650270098,0.14,76.334296444,75.93,0.0033177733421325684,0.0033065378665924072,0.0,0.0
1650270099,0.045,27.1349929145,26.975,0.0033187270164489746,0.0033074915409088135,0.0,0.0
1650270100,0.08,46.123630244,45.76,0.003317803144454956,0.003306567668914795,0.0,0.0
1650270101,0.1,59.913570699,59.59,0.003317803144454956,0.003306567668914795,0.0,0.0
1650270102,0.1,59.913570699,59.59,0.003317803144454956,0.003306567668914795,0.0,0.0
1650270103,0.045,27.579135324,27.48,0.003317803144454956,0.003306567668914795,0.0,0.0
1650270104,0.08,53.264250198,53.09,0.003317803144454956,0.003306567668914795,385.0,190.0
1650270105,0.08,53.264250198,53.09,0.003317803144454956,0.003306567668914795,385.0,190.0
1650270106,0.05,38.4334448975,38.215,0.003317803144454956,0.0033065974712371826,0.0,0.0
1650270107,0.11,52.926742639,52.59,0.003317803144454956,0.003306567668914795,0.0,0.0
1650270108,0.1,55.121538955,55.01,0.003317803144454956,0.003306567668914795,0.0,0.0
1650270109,0.1,55.121538955,55.01,0.003317803144454956,0.003306567668914795,0.0,0.0
1650270110,0.075,37.7060191785,37.485,0.0033187568187713623,0.003307521343231201,0.0,0.0
1650270111,0.075,37.7060191785,37.485,0.0033187568187713623,0.003307521343231201,0.0,0.0
1650270112,0.035,29.76459217,29.555,0.0033187568187713623,0.003307521343231201,0.0,0.0
1650270113,0.12,68.926338786,68.56,0.0033187568187713623,0.003307521343231201,385.0,190.0
1650270114,0.12,68.926338786,68.56,0.0033187568187713623,0.003307521343231201,385.0,190.0
1650270115,0.07,34.7653423875,34.63,0.003319680690765381,0.0033084452152252197,1495.5,1493.0
1650270116,0.11,58.372339389,58.1,0.003319680690765381,0.0033084452152252197,0.0,1230.0
1650270117,0.11,58.372339389,58.1,0.003319680690765381,0.0033084452152252197,0.0,1230.0
1650270118,0.035,28.292574355,28.15,0.003319680690765381,0.0033084452152252197,0.0,0.0
1650270119,0.1,68.023902593,67.79,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270120,0.1,68.023902593,67.79,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270121,0.06,31.049063269,30.8,0.003317713737487793,0.003306478261947632,21.0,21.0
1650270122,0.12,57.507105899,57.28,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270123,0.12,57.507105899,57.28,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270124,0.055,38.948803618,38.87,0.003317713737487793,0.003306478261947632,192.5,95.0
1650270125,0.12,61.653553464,61.2,0.003317713737487793,0.0033065378665924072,0.0,0.0
1650270126,0.11,42.928800162,42.8,0.003317713737487793,0.0033065378665924072,0.0,0.0
1650270127,0.11,42.928800162,42.8,0.003317713737487793,0.0033065378665924072,0.0,0.0
1650270128,0.065,37.0569691105,36.815,0.003317713737487793,0.0033065378665924072,0.0,0.0
1650270129,0.065,37.0569691105,36.815,0.003317713737487793,0.0033065378665924072,0.0,0.0
1650270130,0.075,40.456790062,40.105,0.003317713737487793,0.0033065378665924072,0.0,0.0
1650270131,0.06,47.301408238,46.88,0.003317713737487793,0.0033065378665924072,0.0,0.0
1650270132,0.06,47.301408238,46.88,0.003317713737487793,0.0033065378665924072,0.0,0.0
1650270133,0.055,36.4281129595,36.25,0.003317713737487793,0.0033065378665924072,0.0,0.0
1650270134,0.08,42.783190814,42.5,0.003317713737487793,0.0033065378665924072,385.0,190.0
1650270135,0.08,47.555206557,47.34,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270136,0.08,47.555206557,47.34,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270137,0.05,34.1962098755,34.04,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270138,0.05,34.1962098755,34.04,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270139,0.055,37.518786444,37.385,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270140,0.09,62.821105528,62.26,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270141,0.09,62.821105528,62.26,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270142,0.055,37.0118482775,36.87,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270143,0.055,37.0118482775,36.87,0.003317713737487793,0.003306478261947632,0.0,0.0
1650270144,0.065,38.4908929005,38.33,0.003317713737487793,0.0033065378665924072,192.5,95.0
1650270145,0.11,66.135992085,65.69,0.003317713737487793,0.0033065378665924072,0.0,0.0
1650270146,0.11,66.135992085,65.69,0.003317713737487793,0.0033065378665924072,0.0,0.0
1650270147,0.06,30.9544509895,30.745,0.0033186674118041992,0.003306835889816284,0.0,0.0
1650270148,0.06,30.9544509895,30.745,0.0033186674118041992,0.003306835889816284,0.0,0.0
1650270149,0.07,40.100961907,39.93,0.0033179819583892822,0.003306150436401367,0.0,0.0
1650270150,0.1,51.178317078,51.0,0.0033189356327056885,0.0033071041107177734,0.0,0.0
1650270151,0.1,59.339420912,59.02,0.00331801176071167,0.003306180238723755,0.0,0.0
1650270152,0.1,59.339420912,59.02,0.00331801176071167,0.003306180238723755,0.0,0.0
1650270153,0.075,32.500629359,32.325,0.00331801176071167,0.003306180238723755,0.0,0.0
1650270154,0.12,66.719331594,66.44,0.00331801176071167,0.003306180238723755,385.0,190.0
1650270155,0.12,66.719331594,66.44,0.00331801176071167,0.003306180238723755,385.0,190.0
1650270156,0.06,36.417449741,36.21,0.00331801176071167,0.003306180238723755,0.0,0.0
1650270157,0.09,52.154444736,51.94,0.00331801176071167,0.003306180238723755,0.0,0.0
1650270158,0.09,52.154444736,51.94,0.00331801176071167,0.003306180238723755,0.0,0.0
1650270159,0.07,35.499179101,35.37,0.00331801176071167,0.0033062100410461426,0.0,0.0
1650270160,0.07,35.499179101,35.37,0.00331801176071167,0.0033062100410461426,0.0,0.0
1650270161,0.045,39.278933236,39.14,0.00331801176071167,0.0033062100410461426,0.0,0.0
1650270162,0.1,49.361024726,48.92,0.00331801176071167,0.0033062100410461426,0.0,0.0
1650270163,0.1,49.000117273,48.76,0.00331801176071167,0.0033062100410461426,385.0,190.0
1650270164,0.1,49.000117273,48.76,0.00331801176071167,0.0033062100410461426,385.0,190.0
1650270165,0.075,39.6873137385,39.41,0.00331801176071167,0.003306180238723755,0.0,0.0
1650270166,0.08,51.778981685,51.64,0.0033189356327056885,0.0033071041107177734,0.0,0.0
1650270167,0.08,51.778981685,51.64,0.0033189356327056885,0.0033071041107177734,0.0,0.0
1650270168,0.07,29.1490209795,29.035,0.0033189356327056885,0.0033071041107177734,0.0,0.0
1650270169,0.12,71.704707259,71.17,0.0033189356327056885,0.0033071041107177734,0.0,0.0
1650270170,0.12,71.704707259,71.17,0.0033189356327056885,0.0033071041107177734,0.0,0.0
1650270171,0.04,26.7644304455,26.57,0.0033189356327056885,0.0033071041107177734,0.0,0.0
